fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_max_ballots,results_westermanb,results_hansonw,results_gilbertf,results_absentee_westermanb,results_absentee_hansonw,results_absentee_gilbertf,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,race_id_race,race_slug_race,url_race,state_page_url_race,ap_polls_page_race,race_type_race,election_type_race,election_date_race,runoff_race,race_name_race,office_race,officeid_race,race_rating_race,seat_race,seat_name_race,state_id_race,state_slug_race,state_name_race,state_nyt_abbrev_race,state_shape_race,party_id_race,uncontested_race,report_race,result_race,result_source_race,gain_race,lost_seat_race,votes_race,absentee_votes_race,absentee_counties_race,absentee_count_progress_race,poll_display_race,poll_countdown_display_race,poll_waiting_display_race,poll_time_race,poll_time_short_race,precincts_reporting_race,precincts_total_race,reporting_display_race,reporting_value_race,eevp_race,tot_exp_vote_race,eevp_source_race,eevp_value_race,eevp_display_race,county_data_source_race,incumbent_party_race,no_forecast_race,last_updated_race,has_incumbent_race,leader_margin_value_race,leader_margin_votes_race,leader_margin_display_race,leader_margin_name_display_race,leader_party_id_race,expectations_text_race,expectations_text_short_race,absentee_ballot_deadline_race,absentee_postmark_deadline_race,winner_called_timestamp_race
05051,Garland,43970,38212,54,56,"As a subtotal in the FIRST cumulative report, along with regular precincts",96,45702,96%,96% reported,edison,2,some,38437,30745,11798,1427,26444,10671,1097,2020-11-06T13:55:39Z,43.09074,R+43,Westerman +43,republican,AR-G-H-4-2020-11-03,ar-house-general-district-004-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-arkansas-house-district-4.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-arkansas.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-arkansas.html,house,general,2020-11-03,FALSE,U.S. House District 4,U.S. House,H,solid-rep,4,District 4,AR,arkansas,Arkansas,Ark.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",282460,212248,33,unknown,Polls close at 8:30 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:30:00.000Z,8:30 p.m.,782,871,90% reporting,90%,93,304000,edison,93%,93% reported,edison,republican,FALSE,2020-11-10T21:50:44Z,TRUE,42.07498,118845,R+42,Westerman +42,republican,"","",0,0,1604461623462
05053,Grant,8139,5985,18,18,Released as a precinct as first report of the night,100,8136,>98%,>98% reported,edison,6,all,3816,6763,1112,264,4932,884,169,2020-11-09T17:12:34Z,69.43113,R+69,Westerman +69,republican,AR-G-H-4-2020-11-03,ar-house-general-district-004-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-arkansas-house-district-4.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-arkansas.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-arkansas.html,house,general,2020-11-03,FALSE,U.S. House District 4,U.S. House,H,solid-rep,4,District 4,AR,arkansas,Arkansas,Ark.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",282460,212248,33,unknown,Polls close at 8:30 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:30:00.000Z,8:30 p.m.,782,871,90% reporting,90%,93,304000,edison,93%,93% reported,edison,republican,FALSE,2020-11-10T21:50:44Z,TRUE,42.07498,118845,R+42,Westerman +42,republican,"","",0,0,1604461623462
05057,Hempstead,11693,4618,24,24,Released as a separate subtotal as first report of the night,100,7895,>98%,>98% reported,edison,4,unknown,4430,8106,3286,301,2909,1621,88,2020-11-09T23:46:42Z,41.22124,R+41,Westerman +41,republican,AR-G-H-4-2020-11-03,ar-house-general-district-004-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-arkansas-house-district-4.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-arkansas.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-arkansas.html,house,general,2020-11-03,FALSE,U.S. House District 4,U.S. House,H,solid-rep,4,District 4,AR,arkansas,Arkansas,Ark.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",282460,212248,33,unknown,Polls close at 8:30 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:30:00.000Z,8:30 p.m.,782,871,90% reporting,90%,93,304000,edison,93%,93% reported,edison,republican,FALSE,2020-11-10T21:50:44Z,TRUE,42.07498,118845,R+42,Westerman +42,republican,"","",0,0,1604461623462
05059,Hot Spring,12436,10420,29,31,Released as a separate subtotal as first report of the night,93,13377,93%,93% reported,edison,2,unknown,6128,9290,2788,358,7723,2435,262,2020-11-04T10:44:04Z,52.28369,R+52,Westerman +52,republican,AR-G-H-4-2020-11-03,ar-house-general-district-004-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-arkansas-house-district-4.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-arkansas.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-arkansas.html,house,general,2020-11-03,FALSE,U.S. House District 4,U.S. House,H,solid-rep,4,District 4,AR,arkansas,Arkansas,Ark.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",282460,212248,33,unknown,Polls close at 8:30 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:30:00.000Z,8:30 p.m.,782,871,90% reporting,90%,93,304000,edison,93%,93% reported,edison,republican,FALSE,2020-11-10T21:50:44Z,TRUE,42.07498,118845,R+42,Westerman +42,republican,"","",0,0,1604461623462
05061,Howard,4740,4422,33,36,Merged into voters' home precincts AFTER election night,100,4743,>98%,>98% reported,edison,2,unknown,3030,3384,1260,96,3216,1114,92,2020-11-04T10:44:05Z,44.81013,R+45,Westerman +45,republican,AR-G-H-4-2020-11-03,ar-house-general-district-004-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-arkansas-house-district-4.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-arkansas.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-arkansas.html,house,general,2020-11-03,FALSE,U.S. House District 4,U.S. House,H,solid-rep,4,District 4,AR,arkansas,Arkansas,Ark.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",282460,212248,33,unknown,Polls close at 8:30 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:30:00.000Z,8:30 p.m.,782,871,90% reporting,90%,93,304000,edison,93%,93% reported,edison,republican,FALSE,2020-11-10T21:50:44Z,TRUE,42.07498,118845,R+42,Westerman +42,republican,"","",0,0,1604461623462
05069,Jefferson,24063,15871,141,167,Released as a separate subtotal as first report of the night,85,28452,85%,85% reported,edison,2,unknown,18848,9786,13596,681,5319,10153,399,2020-11-04T10:44:06Z,15.83344,D+16,Hanson +16,democrat,AR-G-H-4-2020-11-03,ar-house-general-district-004-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-arkansas-house-district-4.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-arkansas.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-arkansas.html,house,general,2020-11-03,FALSE,U.S. House District 4,U.S. House,H,solid-rep,4,District 4,AR,arkansas,Arkansas,Ark.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",282460,212248,33,unknown,Polls close at 8:30 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:30:00.000Z,8:30 p.m.,782,871,90% reporting,90%,93,304000,edison,93%,93% reported,edison,republican,FALSE,2020-11-10T21:50:44Z,TRUE,42.07498,118845,R+42,Westerman +42,republican,"","",0,0,1604461623462
05071,Johnson,9306,6371,20,22,Released as a separate subtotal as first report of the night,91,10205,91%,91% reported,edison,2,unknown,5392,6866,2077,363,4552,1607,212,2020-11-04T10:43:28Z,51.46142,R+51,Westerman +51,republican,AR-G-H-4-2020-11-03,ar-house-general-district-004-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-arkansas-house-district-4.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-arkansas.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-arkansas.html,house,general,2020-11-03,FALSE,U.S. House District 4,U.S. House,H,solid-rep,4,District 4,AR,arkansas,Arkansas,Ark.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",282460,212248,33,unknown,Polls close at 8:30 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:30:00.000Z,8:30 p.m.,782,871,90% reporting,90%,93,304000,edison,93%,93% reported,edison,republican,FALSE,2020-11-10T21:50:44Z,TRUE,42.07498,118845,R+42,Westerman +42,republican,"","",0,0,1604461623462
05073,Lafayette,2629,2289,20,25,Released as a separate subtotal as first report of the night,82,3203,82%,82% reported,edison,2,unknown,2162,1747,841,41,1561,687,41,2020-11-10T04:15:39Z,34.46177,R+34,Westerman +34,republican,AR-G-H-4-2020-11-03,ar-house-general-district-004-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-arkansas-house-district-4.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-arkansas.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-arkansas.html,house,general,2020-11-03,FALSE,U.S. House District 4,U.S. House,H,solid-rep,4,District 4,AR,arkansas,Arkansas,Ark.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",282460,212248,33,unknown,Polls close at 8:30 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:30:00.000Z,8:30 p.m.,782,871,90% reporting,90%,93,304000,edison,93%,93% reported,edison,republican,FALSE,2020-11-10T21:50:44Z,TRUE,42.07498,118845,R+42,Westerman +42,republican,"","",0,0,1604461623462
05081,Little River,5110,4086,19,22,Merged into voters' home precincts AFTER election night,100,5110,>98%,>98% reported,edison,6,all,2893,3774,1237,99,2969,1039,78,2020-11-04T10:44:07Z,49.64775,R+50,Westerman +50,republican,AR-G-H-4-2020-11-03,ar-house-general-district-004-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-arkansas-house-district-4.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-arkansas.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-arkansas.html,house,general,2020-11-03,FALSE,U.S. House District 4,U.S. House,H,solid-rep,4,District 4,AR,arkansas,Arkansas,Ark.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",282460,212248,33,unknown,Polls close at 8:30 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:30:00.000Z,8:30 p.m.,782,871,90% reporting,90%,93,304000,edison,93%,93% reported,edison,republican,FALSE,2020-11-10T21:50:44Z,TRUE,42.07498,118845,R+42,Westerman +42,republican,"","",0,0,1604461623462
05083,Logan,8153,5737,33,36,Merged into voters' home precincts and released with cumulative results,92,8872,92%,92% reported,edison,2,unknown,4488,6469,1391,293,4498,1059,180,2020-11-04T20:10:43Z,62.28382,R+62,Westerman +62,republican,AR-G-H-4-2020-11-03,ar-house-general-district-004-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-arkansas-house-district-4.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-arkansas.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-arkansas.html,house,general,2020-11-03,FALSE,U.S. House District 4,U.S. House,H,solid-rep,4,District 4,AR,arkansas,Arkansas,Ark.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",282460,212248,33,unknown,Polls close at 8:30 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:30:00.000Z,8:30 p.m.,782,871,90% reporting,90%,93,304000,edison,93%,93% reported,edison,republican,FALSE,2020-11-10T21:50:44Z,TRUE,42.07498,118845,R+42,Westerman +42,republican,"","",0,0,1604461623462
05087,Madison,7236,4417,9,10,Released as a precinct as first report of the night,100,7236,>98%,>98% reported,edison,6,all,3048,5472,1512,252,3136,1153,128,2020-11-04T10:43:29Z,54.72637,R+55,Westerman +55,republican,AR-G-H-4-2020-11-03,ar-house-general-district-004-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-arkansas-house-district-4.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-arkansas.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-arkansas.html,house,general,2020-11-03,FALSE,U.S. House District 4,U.S. House,H,solid-rep,4,District 4,AR,arkansas,Arkansas,Ark.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",282460,212248,33,unknown,Polls close at 8:30 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:30:00.000Z,8:30 p.m.,782,871,90% reporting,90%,93,304000,edison,93%,93% reported,edison,republican,FALSE,2020-11-10T21:50:44Z,TRUE,42.07498,118845,R+42,Westerman +42,republican,"","",0,0,1604461623462
05091,Miller,16336,12724,17,19,Released as a separate subtotal as first report of the night,91,18022,91%,91% reported,edison,2,unknown,11867,11856,4098,382,9111,3355,258,2020-11-05T16:29:40Z,47.49021,R+47,Westerman +47,republican,AR-G-H-4-2020-11-03,ar-house-general-district-004-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-arkansas-house-district-4.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-arkansas.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-arkansas.html,house,general,2020-11-03,FALSE,U.S. House District 4,U.S. House,H,solid-rep,4,District 4,AR,arkansas,Arkansas,Ark.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",282460,212248,33,unknown,Polls close at 8:30 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:30:00.000Z,8:30 p.m.,782,871,90% reporting,90%,93,304000,edison,93%,93% reported,edison,republican,FALSE,2020-11-10T21:50:44Z,TRUE,42.07498,118845,R+42,Westerman +42,republican,"","",0,0,1604461623462
05097,Montgomery,3791,2741,15,16,"As a subtotal in the FIRST cumulative report, along with regular precincts",100,3612,>98%,>98% reported,edison,2,unknown,2037,3078,628,85,2167,520,54,2020-11-04T10:44:08Z,64.62675,R+65,Westerman +65,republican,AR-G-H-4-2020-11-03,ar-house-general-district-004-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-arkansas-house-district-4.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-arkansas.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-arkansas.html,house,general,2020-11-03,FALSE,U.S. House District 4,U.S. House,H,solid-rep,4,District 4,AR,arkansas,Arkansas,Ark.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",282460,212248,33,unknown,Polls close at 8:30 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:30:00.000Z,8:30 p.m.,782,871,90% reporting,90%,93,304000,edison,93%,93% reported,edison,republican,FALSE,2020-11-10T21:50:44Z,TRUE,42.07498,118845,R+42,Westerman +42,republican,"","",0,0,1604461623462
05099,Nevada,3324,1804,14,15,Released as a separate subtotal as first report of the night,100,3324,>98%,>98% reported,edison,6,all,1874,2178,1068,78,1155,615,34,2020-11-04T10:44:08Z,33.3935,R+33,Westerman +33,republican,AR-G-H-4-2020-11-03,ar-house-general-district-004-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-arkansas-house-district-4.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-arkansas.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-arkansas.html,house,general,2020-11-03,FALSE,U.S. House District 4,U.S. House,H,solid-rep,4,District 4,AR,arkansas,Arkansas,Ark.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",282460,212248,33,unknown,Polls close at 8:30 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T01:30:00.000Z,8:30 p.m.,782,871,90% reporting,90%,93,304000,edison,93%,93% reported,edison,republican,FALSE,2020-11-10T21:50:44Z,TRUE,42.07498,118845,R+42,Westerman +42,republican,"","",0,0,1604461623462
