fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_outstanding,absentee_max_ballots,provisional_outstanding,provisional_count_progress,results_bidenj,results_trumpd,results_jorgensenj,results_hawkinsh,results_la_rivag,results_kennedya,results_write_ins,results_absentee_bidenj,results_absentee_trumpd,results_absentee_jorgensenj,results_absentee_hawkinsh,results_absentee_la_rivag,results_absentee_kennedya,results_absentee_write_ins,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,margin2020,votes2016,margin2016,votes2012,margin2012,state,retrieved_time
53035,Kitsap,156434,0,215,215,None,100,142965,>98%,>98% reported,edison,4,some,,,,,89660,61081,4738,709,141,105,0,0,0,0,0,0,0,0,2020-11-10T00:34:38Z,18.26905,D+18,Biden +18,democrat,-18.26905,128770,-11,123367,-11.7,washington,2020-11-10T19:30:28.790827Z
53037,Kittitas,25579,0,62,62,None,100,21798,>98%,>98% reported,edison,4,all,,,,,11004,13778,512,95,19,9,162,0,0,0,0,0,0,0,2020-11-07T03:30:41Z,10.84483,R+11,Trump +11,republican,10.84483,19615,13.3,18171,10.09,washington,2020-11-10T19:30:28.790827Z
53039,Klickitat,12104,0,28,29,None,98,12384,98%,98% reported,edison,4,all,,,,,5375,6508,158,44,9,10,0,0,0,0,0,0,0,0,2020-11-10T01:14:38Z,9.36054,R+9,Trump +9,republican,9.36054,11074,14.4,10274,6.99,washington,2020-11-10T19:30:28.790827Z
53041,Lewis,45155,0,95,95,None,100,42800,>98%,>98% reported,edison,4,all,,,,,14462,29318,920,173,42,20,220,0,0,0,0,0,0,0,2020-11-10T00:49:38Z,32.90001,R+33,Trump +33,republican,32.90001,35199,35.1,34044,22.88,washington,2020-11-10T19:30:28.790827Z
53043,Lincoln,6942,0,46,46,None,100,6753,>98%,>98% reported,edison,4,unknown,,,,,1694,5095,108,15,3,1,26,0,0,0,0,0,0,0,2020-11-05T21:22:39Z,48.99165,R+49,Trump +49,republican,48.99165,5861,48.9,5872,40.7,washington,2020-11-10T19:30:28.790827Z
53045,Mason,36572,0,43,43,None,100,32470,>98%,>98% reported,edison,4,unknown,,,,,16999,18342,853,169,44,25,140,0,0,0,0,0,0,0,2020-11-05T01:02:54Z,3.67221,R+4,Trump +4,republican,3.67221,29003,5.8,28235,-7.09,washington,2020-11-10T19:30:28.790827Z
53047,Okanogan,16985,0,214,248,None,86,19655,86%,86% reported,edison,2,unknown,,,,,7469,9231,203,55,12,15,0,0,0,0,0,0,0,0,2020-11-07T00:25:38Z,10.37386,R+10,Trump +10,republican,10.37386,17556,18.9,16846,12.54,washington,2020-11-10T19:30:28.790827Z
53049,Pacific,14011,0,39,39,None,100,12323,>98%,>98% reported,edison,4,some,,,,,6776,6930,198,46,13,10,38,0,0,0,0,0,0,0,2020-11-07T00:25:38Z,1.09914,R+1.1,Trump +1.1,republican,1.09914,10972,6.7,10524,-11.52,washington,2020-11-10T19:30:28.790827Z
53051,Pend Oreille,8422,0,27,27,None,100,8400,>98%,>98% reported,edison,2,unknown,,,,,2578,5655,144,31,9,5,0,0,0,0,0,0,0,0,2020-11-04T20:30:57Z,36.53526,R+37,Trump +37,republican,36.53526,7016,34.8,6668,21.66,washington,2020-11-10T19:30:28.790827Z
53053,Pierce,456831,0,555,555,None,100,395000,>98%,>98% reported,edison,4,unknown,,,,,246334,195085,10224,2074,523,306,2285,0,0,0,0,0,0,0,2020-11-09T23:50:41Z,11.21837,D+11,Biden +11,democrat,-11.21837,360017,-7.1,342910,-11.07,washington,2020-11-10T19:30:28.790827Z
53055,San Juan,12977,0,19,19,None,100,12390,>98%,>98% reported,edison,4,some,,,,,9606,2994,202,69,16,9,81,0,0,0,0,0,0,0,2020-11-06T23:46:39Z,50.95168,D+51,Biden +51,democrat,-50.95168,11134,-40.3,10594,-37.89,washington,2020-11-10T19:30:28.790827Z
53057,Skagit,61166,0,114,121,None,95,64363,95%,95% reported,edison,4,some,,,,,32798,26975,1067,223,61,42,0,0,0,0,0,0,0,0,2020-11-09T23:47:40Z,9.51999,D+10,Biden +10,democrat,-9.51999,58059,-3.4,55269,-6.54,washington,2020-11-10T19:30:28.790827Z
53059,Skamania,7100,0,23,23,None,100,6115,>98%,>98% reported,edison,6,all,,,,,3100,3783,148,27,4,4,34,0,0,0,0,0,0,0,2020-11-10T00:11:38Z,9.61972,R+10,Trump +10,republican,9.61972,5829,11.9,5466,1.08,washington,2020-11-10T19:30:28.790827Z
53061,Snohomish,431938,0,784,784,None,100,393499,>98%,>98% reported,edison,4,all,,,,,253420,164121,9476,1952,472,242,2255,0,0,0,0,0,0,0,2020-11-10T01:05:38Z,20.67403,D+21,Biden +21,democrat,-20.67403,354734,-16.1,329817,-16.83,washington,2020-11-10T19:30:28.790827Z
53063,Spokane,291267,0,362,362,None,100,261333,>98%,>98% reported,edison,4,all,,,,,134007,146895,6998,1271,301,194,1601,0,0,0,0,0,0,0,2020-11-10T00:11:39Z,4.42481,R+4,Trump +4,republican,4.42481,236050,8.3,223830,5.8,washington,2020-11-10T19:30:28.790827Z
53065,Stevens,21581,0,47,58,None,83,26079,83%,83% reported,edison,4,some,,,,,6563,14566,321,48,14,11,58,0,0,0,0,0,0,0,2020-11-06T20:24:38Z,37.08355,R+37,Trump +37,republican,37.08355,23395,40.2,22161,26.75,washington,2020-11-10T19:30:28.790827Z
53067,Thurston,159817,0,284,284,None,100,148822,>98%,>98% reported,edison,4,unknown,,,,,92795,61728,3399,900,262,104,629,0,0,0,0,0,0,0,2020-11-10T00:31:39Z,19.43911,D+19,Biden +19,democrat,-19.43911,134191,-15,127063,-19.48,washington,2020-11-10T19:30:28.790827Z
53069,Wahkiakum,2931,0,11,11,None,100,2712,>98%,>98% reported,edison,4,unknown,,,,,1150,1711,43,18,0,2,7,0,0,0,0,0,0,0,2020-11-05T21:55:38Z,19.14023,R+19,Trump +19,republican,19.14023,2429,21.1,2294,1.09,washington,2020-11-10T19:30:28.790827Z
53071,Walla Walla,23379,0,50,63,None,80,29232,80%,80% reported,edison,4,some,,,,,10705,12068,427,69,22,9,79,0,0,0,0,0,0,0,2020-11-07T02:20:40Z,5.83002,R+6,Trump +6,republican,5.83002,26228,15.1,25108,19.44,washington,2020-11-10T19:30:28.790827Z
53073,Whatcom,137032,0,181,181,None,100,126124,>98%,>98% reported,edison,4,some,,,,,82809,50041,2431,710,201,87,753,0,0,0,0,0,0,0,2020-11-07T00:34:40Z,23.91266,D+24,Biden +24,democrat,-23.91266,113339,-17.4,103029,-13.96,washington,2020-11-10T19:30:28.790827Z
53075,Whitman,17800,0,61,69,None,89,19901,89%,89% reported,edison,4,unknown,,,,,9512,7639,426,104,13,10,96,0,0,0,0,0,0,0,2020-11-10T04:23:39Z,10.52247,D+11,Biden +11,democrat,-10.52247,18028,-4.1,17121,2.75,washington,2020-11-10T19:30:28.790827Z
53077,Yakima,85378,0,164,173,None,95,89413,95%,95% reported,edison,4,unknown,,,,,37862,45686,1226,266,124,67,147,0,0,0,0,0,0,0,2020-11-09T23:29:40Z,9.16395,R+9,Trump +9,republican,9.16395,79741,13.1,76973,11.72,washington,2020-11-10T19:30:28.790827Z
