fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_max_ballots,results_wittmanr,results_rashidq,results_absentee_wittmanr,results_absentee_rashidq,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,race_id_race,race_slug_race,url_race,state_page_url_race,ap_polls_page_race,edison_exit_polls_page_race,race_type_race,election_type_race,election_date_race,runoff_race,race_name_race,office_race,officeid_race,race_rating_race,seat_race,seat_name_race,state_id_race,state_slug_race,state_name_race,state_nyt_abbrev_race,state_shape_race,party_id_race,uncontested_race,report_race,result_race,result_source_race,gain_race,lost_seat_race,votes_race,absentee_votes_race,absentee_counties_race,absentee_count_progress_race,poll_display_race,poll_countdown_display_race,poll_waiting_display_race,poll_time_race,poll_time_short_race,precincts_reporting_race,precincts_total_race,reporting_display_race,reporting_value_race,eevp_race,tot_exp_vote_race,eevp_source_race,eevp_value_race,eevp_display_race,county_data_source_race,incumbent_party_race,no_forecast_race,last_updated_race,has_incumbent_race,leader_margin_value_race,leader_margin_votes_race,leader_margin_display_race,leader_margin_name_display_race,leader_party_id_race,expectations_text_race,expectations_text_short_race,absentee_ballot_deadline_race,absentee_postmark_deadline_race,winner_called_timestamp_race
51103,Lancaster,7075,4160,6,7,"As a precinct in the FIRST cumulative report, along with regular precincts",91,7733,91%,91% reported,edison,2,unknown,810,4191,2884,2031,2129,2020-11-17T20:44:41Z,18.4735,R+18,Wittman +18,republican,VA-G-H-1-2020-11-03,va-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-virginia-house-district-1.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-virginia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-virginia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-virginia.html,house,general,2020-11-03,FALSE,U.S. House District 1,U.S. House,H,solid-rep,1,District 1,VA,virginia,Virginia,Va.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",447633,286604,20,unknown,Polls close at 7 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:00:00.000Z,7 p.m.,228,235,97% reporting,97%,97,463000,edison,97%,97% reported,edison,republican,FALSE,2020-11-20T14:19:47Z,TRUE,16.48203,73779,R+16,Wittman +16,republican,"","",3,0,1604451899826
51115,Mathews,5764,4185,4,4,None,93,6194,93%,93% reported,edison,4,all,1133,4209,1555,2861,1324,2020-11-17T20:47:34Z,46.04441,R+46,Wittman +46,republican,VA-G-H-1-2020-11-03,va-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-virginia-house-district-1.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-virginia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-virginia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-virginia.html,house,general,2020-11-03,FALSE,U.S. House District 1,U.S. House,H,solid-rep,1,District 1,VA,virginia,Virginia,Va.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",447633,286604,20,unknown,Polls close at 7 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:00:00.000Z,7 p.m.,228,235,97% reporting,97%,97,463000,edison,97%,97% reported,edison,republican,FALSE,2020-11-20T14:19:47Z,TRUE,16.48203,73779,R+16,Wittman +16,republican,"","",3,0,1604451899826
51119,Middlesex,6696,3454,7,7,Released as a precinct in the middle of the night,95,7021,95%,95% reported,edison,2,unknown,626,4479,2217,1881,1573,2020-11-17T20:48:25Z,33.78136,R+34,Wittman +34,republican,VA-G-H-1-2020-11-03,va-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-virginia-house-district-1.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-virginia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-virginia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-virginia.html,house,general,2020-11-03,FALSE,U.S. House District 1,U.S. House,H,solid-rep,1,District 1,VA,virginia,Virginia,Va.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",447633,286604,20,unknown,Polls close at 7 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:00:00.000Z,7 p.m.,228,235,97% reporting,97%,97,463000,edison,97%,97% reported,edison,republican,FALSE,2020-11-20T14:19:47Z,TRUE,16.48203,73779,R+16,Wittman +16,republican,"","",3,0,1604451899826
51127,New Kent,14102,6077,11,11,Released as a precinct in the middle of the night,99,14234,>98%,>98% reported,edison,2,unknown,992,9983,4119,3265,2812,2020-11-17T20:49:47Z,41.58275,R+42,Wittman +42,republican,VA-G-H-1-2020-11-03,va-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-virginia-house-district-1.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-virginia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-virginia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-virginia.html,house,general,2020-11-03,FALSE,U.S. House District 1,U.S. House,H,solid-rep,1,District 1,VA,virginia,Virginia,Va.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",447633,286604,20,unknown,Polls close at 7 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:00:00.000Z,7 p.m.,228,235,97% reporting,97%,97,463000,edison,97%,97% reported,edison,republican,FALSE,2020-11-20T14:19:47Z,TRUE,16.48203,73779,R+16,Wittman +16,republican,"","",3,0,1604451899826
51133,Northumberland,7780,4797,5,6,Released as a precinct in the middle of the night,90,8614,90%,90% reported,edison,2,unknown,822,5046,2734,2696,2101,2020-11-17T20:50:50Z,29.71722,R+30,Wittman +30,republican,VA-G-H-1-2020-11-03,va-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-virginia-house-district-1.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-virginia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-virginia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-virginia.html,house,general,2020-11-03,FALSE,U.S. House District 1,U.S. House,H,solid-rep,1,District 1,VA,virginia,Virginia,Va.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",447633,286604,20,unknown,Polls close at 7 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:00:00.000Z,7 p.m.,228,235,97% reporting,97%,97,463000,edison,97%,97% reported,edison,republican,FALSE,2020-11-20T14:19:47Z,TRUE,16.48203,73779,R+16,Wittman +16,republican,"","",3,0,1604451899826
51153,Prince William,94704,70503,39,40,Released as a precinct in the middle of the night,97,97502,97%,97% reported,edison,2,unknown,50233,44094,50610,29257,41246,2020-11-17T20:52:59Z,6.88039,D+7,Rashid +7,democrat,VA-G-H-1-2020-11-03,va-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-virginia-house-district-1.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-virginia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-virginia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-virginia.html,house,general,2020-11-03,FALSE,U.S. House District 1,U.S. House,H,solid-rep,1,District 1,VA,virginia,Virginia,Va.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",447633,286604,20,unknown,Polls close at 7 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:00:00.000Z,7 p.m.,228,235,97% reporting,97%,97,463000,edison,97%,97% reported,edison,republican,FALSE,2020-11-20T14:19:47Z,TRUE,16.48203,73779,R+16,Wittman +16,republican,"","",3,0,1604451899826
51159,Richmond,4036,2307,6,6,Merged into voters' home precincts and released with cumulative results,94,4272,94%,94% reported,edison,2,unknown,283,2820,1216,1437,870,2020-11-17T20:53:48Z,39.74232,R+40,Wittman +40,republican,VA-G-H-1-2020-11-03,va-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-virginia-house-district-1.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-virginia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-virginia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-virginia.html,house,general,2020-11-03,FALSE,U.S. House District 1,U.S. House,H,solid-rep,1,District 1,VA,virginia,Virginia,Va.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",447633,286604,20,unknown,Polls close at 7 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:00:00.000Z,7 p.m.,228,235,97% reporting,97%,97,463000,edison,97%,97% reported,edison,republican,FALSE,2020-11-20T14:19:47Z,TRUE,16.48203,73779,R+16,Wittman +16,republican,"","",3,0,1604451899826
51177,Spotsylvania,18685,13456,7,7,Released as a precinct in the middle of the night,100,18320,>98%,>98% reported,edison,4,unknown,8867,9658,9027,6082,7374,2020-11-16T15:48:23Z,3.37704,R+3,Wittman +3,republican,VA-G-H-1-2020-11-03,va-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-virginia-house-district-1.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-virginia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-virginia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-virginia.html,house,general,2020-11-03,FALSE,U.S. House District 1,U.S. House,H,solid-rep,1,District 1,VA,virginia,Virginia,Va.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",447633,286604,20,unknown,Polls close at 7 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:00:00.000Z,7 p.m.,228,235,97% reporting,97%,97,463000,edison,97%,97% reported,edison,republican,FALSE,2020-11-20T14:19:47Z,TRUE,16.48203,73779,R+16,Wittman +16,republican,"","",3,0,1604451899826
51179,Stafford,77632,48388,28,28,Released as a precinct in the middle of the night,100,76530,>98%,>98% reported,edison,4,some,9001,42392,35240,21862,26526,2020-11-16T15:48:24Z,9.2127,R+9,Wittman +9,republican,VA-G-H-1-2020-11-03,va-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-virginia-house-district-1.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-virginia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-virginia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-virginia.html,house,general,2020-11-03,FALSE,U.S. House District 1,U.S. House,H,solid-rep,1,District 1,VA,virginia,Virginia,Va.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",447633,286604,20,unknown,Polls close at 7 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:00:00.000Z,7 p.m.,228,235,97% reporting,97%,97,463000,edison,97%,97% reported,edison,republican,FALSE,2020-11-20T14:19:47Z,TRUE,16.48203,73779,R+16,Wittman +16,republican,"","",3,0,1604451899826
51193,Westmoreland,9803,5170,9,9,Released with cumulative results periodically election night,98,9981,98%,98% reported,edison,2,unknown,1118,5950,3853,2530,2640,2020-11-16T15:48:24Z,21.39141,R+21,Wittman +21,republican,VA-G-H-1-2020-11-03,va-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-virginia-house-district-1.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-virginia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-virginia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-virginia.html,house,general,2020-11-03,FALSE,U.S. House District 1,U.S. House,H,solid-rep,1,District 1,VA,virginia,Virginia,Va.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",447633,286604,20,unknown,Polls close at 7 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:00:00.000Z,7 p.m.,228,235,97% reporting,97%,97,463000,edison,97%,97% reported,edison,republican,FALSE,2020-11-20T14:19:47Z,TRUE,16.48203,73779,R+16,Wittman +16,republican,"","",3,0,1604451899826
