fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_outstanding,absentee_max_ballots,provisional_outstanding,provisional_count_progress,results_bidenj,results_trumpd,results_jorgensenj,results_write_ins,results_hawkinsh,results_la_rivag,results_hammonsb,results_blankenshipd,results_de_la_fuenter,results_absentee_bidenj,results_absentee_trumpd,results_absentee_jorgensenj,results_absentee_write_ins,results_absentee_hawkinsh,results_absentee_la_rivag,results_absentee_hammonsb,results_absentee_blankenshipd,results_absentee_de_la_fuenter,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,margin2020,votes2016,margin2016,votes2012,margin2012,state,retrieved_time
34021,Mercer,163520,0,221,243,None,91,180008,91%,91% reported,edison,4,unknown,,21542,,,112845,47788,1319,645,524,110,87,84,118,0,0,0,0,0,0,0,0,0,2020-11-16T15:48:17Z,39.78535,D+40,Biden +40,democrat,-39.78535,158058,-37.1,155355,-36.7,new-jersey,2020-11-19T00:44:00.418048Z
34023,Middlesex,344738,0,615,615,Other,92,375017,92%,92% reported,edison,4,some,,56703,,,208902,130801,2336,777,1110,227,193,227,165,0,0,0,0,0,0,0,0,0,2020-11-17T20:18:02Z,22.65518,D+23,Biden +23,democrat,-22.65518,328557,-21.3,301860,-27.58,new-jersey,2020-11-19T00:44:00.418048Z
34025,Monmouth,373820,0,511,511,Merged into voters' home precincts and released with cumulative results,100,361534,>98%,>98% reported,edison,2,unknown,,47571,,,179245,189359,2674,239,1385,177,338,222,181,0,0,0,0,0,0,0,0,0,2020-11-17T18:42:05Z,2.70558,R+3,Trump +3,republican,2.70558,317750,9.3,284557,5.05,new-jersey,2020-11-19T00:44:00.418048Z
34027,Morris,296808,0,396,396,Merged into voters' home precincts and released with cumulative results,100,287978,>98%,>98% reported,edison,2,unknown,,33525,,,151948,139057,2401,1574,982,248,219,203,176,0,0,0,0,0,0,0,0,0,2020-11-18T21:10:34Z,4.34321,D+4,Biden +4,democrat,-4.34321,253537,4.3,227885,10.88,new-jersey,2020-11-19T00:44:00.418048Z
34029,Ocean,322036,269888,413,413,Released as a separate subtotal as first report of the night,100,315516,>98%,>98% reported,edison,4,unknown,,43803,,,113359,203613,2223,1119,967,45,462,133,115,99692,166501,1562,817,714,33,367,109,93,2020-11-16T15:48:20Z,28.02606,R+28,Trump +28,republican,28.02606,276725,33.2,251853,17.54,new-jersey,2020-11-19T00:44:00.418048Z
34031,Passaic,205977,111703,248,284,None,92,224022,92%,92% reported,edison,2,some,,17333,,,118112,84873,1017,586,747,150,103,133,256,67604,42806,422,252,334,65,45,63,112,2020-11-16T15:48:21Z,16.13724,D+16,Biden +16,democrat,-16.13724,196228,-22.4,181988,-28.25,new-jersey,2020-11-19T00:44:00.418048Z
34033,Salem,32448,0,45,45,None,96,33926,96%,96% reported,edison,4,some,,3501,,,13722,18042,381,109,83,16,40,37,18,0,0,0,0,0,0,0,0,0,2020-11-16T15:48:22Z,13.31361,R+13,Trump +13,republican,13.31361,29853,15,29622,-1.3,new-jersey,2020-11-19T00:44:00.418048Z
34035,Somerset,174640,0,256,265,Released as a separate subtotal as first report of the night,97,180656,97%,97% reported,edison,2,some,,24227,,,103875,67335,1533,930,564,109,127,108,59,0,0,0,0,0,0,0,0,0,2020-11-16T15:48:22Z,20.92304,D+21,Biden +21,democrat,-20.92304,157092,-12.8,143180,-5.58,new-jersey,2020-11-19T00:44:00.418048Z
34037,Sussex,88148,76645,119,119,Merged into voters' home precincts and released with cumulative results,100,85245,>98%,>98% reported,edison,4,some,,9122,,,34417,51566,1090,390,351,90,91,103,50,30875,44055,859,306,281,71,75,82,41,2020-11-16T17:11:11Z,19.45478,R+19,Trump +19,republican,19.45478,75158,29.9,68194,21.29,new-jersey,2020-11-19T00:44:00.418048Z
34039,Union,254034,122637,428,431,Merged into voters' home precincts and released with cumulative results,100,147759,>98%,>98% reported,edison,6,all,,25247,,,170240,80000,1427,1050,792,57,61,116,291,88914,32365,480,398,292,21,19,45,103,2020-11-19T00:40:51Z,35.5228,D+36,Biden +36,democrat,-35.5228,223570,-35.5,210088,-34,new-jersey,2020-11-19T00:44:00.418048Z
34041,Warren,58182,53340,22,22,Merged into voters' home precincts and released with cumulative results,100,56621,>98%,>98% reported,edison,4,some,,7469,,,23861,32998,629,257,245,39,89,39,25,22315,29867,546,227,211,34,82,36,22,2020-11-16T15:48:25Z,15.70417,R+16,Trump +16,republican,15.70417,49683,25.3,45415,15.41,new-jersey,2020-11-19T00:44:00.418048Z
