fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_outstanding,absentee_max_ballots,provisional_outstanding,provisional_count_progress,results_bidenj,results_trumpd,results_jorgensenj,results_write_ins,results_hawkinsh,results_hunterd,results_absentee_bidenj,results_absentee_trumpd,results_absentee_jorgensenj,results_absentee_write_ins,results_absentee_hawkinsh,results_absentee_hunterd,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,margin2020,votes2016,margin2016,votes2012,margin2012,state,retrieved_time
41049,Morrow,5118,0,5,5,Other,100,4750,>98%,>98% reported,edison,2,unknown,,,,,1371,3586,126,17,13,5,0,0,0,0,0,0,2020-11-18T02:00:58Z,43.27862,R+43,Trump +43,republican,43.27862,4167,40.9,3882,34.26,oregon,2020-11-19T00:43:53.128667Z
41051,Multnomah,462068,0,113,113,Other,100,454977,>98%,>98% reported,edison,2,some,,,,,366129,82583,5687,3578,2958,1133,0,0,0,0,0,0,2020-11-16T15:47:44Z,61.36456,D+61,Biden +61,democrat,-61.36456,399103,-56.3,364722,-54.72,oregon,2020-11-19T00:43:53.128667Z
41053,Polk,48291,0,16,16,Other,100,46585,>98%,>98% reported,edison,6,all,,,,,22917,23732,981,359,212,90,0,0,0,0,0,0,2020-11-18T20:00:58Z,1.68769,R+1.7,Trump +1.7,republican,1.68769,40295,6.3,35257,4.33,oregon,2020-11-19T00:43:53.128667Z
41055,Sherman,1208,0,5,5,Other,100,1165,>98%,>98% reported,edison,2,unknown,,,,,260,921,24,1,1,1,0,0,0,0,0,0,2020-11-18T20:00:58Z,54.71854,R+55,Trump +55,republican,54.71854,1017,52.1,1026,34.99,oregon,2020-11-19T00:43:53.128667Z
41057,Tillamook,16725,0,29,29,Other,100,15735,>98%,>98% reported,edison,2,all,,,,,7956,8306,258,85,88,32,0,0,0,0,0,0,2020-11-16T15:47:46Z,2.09268,R+2,Trump +2,republican,2.09268,13803,5.6,12519,-4.86,oregon,2020-11-19T00:43:53.128667Z
41059,Umatilla,32539,0,45,45,Other,100,31461,>98%,>98% reported,edison,2,unknown,,,,,10499,21002,723,172,89,54,0,0,0,0,0,0,2020-11-16T15:47:46Z,32.27819,R+32,Trump +32,republican,32.27819,27597,34,24969,27.69,oregon,2020-11-19T00:43:53.128667Z
41061,Union,14944,0,19,19,Other,100,14784,>98%,>98% reported,edison,2,unknown,,,,,4254,10298,241,74,46,31,0,0,0,0,0,0,2020-11-18T20:00:57Z,40.44433,R+40,Trump +40,republican,40.44433,12968,40,12070,30.35,oregon,2020-11-19T00:43:53.128667Z
41063,Wallowa,5149,0,12,12,Other,100,4977,>98%,>98% reported,edison,4,unknown,,,,,1625,3404,76,18,11,15,0,0,0,0,0,0,2020-11-17T02:01:48Z,34.5504,R+35,Trump +35,republican,34.5504,4366,39.7,4205,36.88,oregon,2020-11-19T00:43:53.128667Z
41065,Wasco,13904,0,14,14,Other,100,13639,>98%,>98% reported,edison,2,unknown,,,,,6467,6965,284,90,71,27,0,0,0,0,0,0,2020-11-16T15:47:49Z,3.5817,R+4,Trump +4,republican,3.5817,11964,8.8,10873,0.17,oregon,2020-11-19T00:43:53.128667Z
41067,Washington,319769,0,143,143,Other,100,306924,>98%,>98% reported,edison,4,all,,,,,209549,98916,6390,2861,1422,631,0,0,0,0,0,0,2020-11-16T15:47:49Z,34.59779,D+35,Biden +35,democrat,-34.59779,269232,-26,237023,-17.43,oregon,2020-11-19T00:43:53.128667Z
41069,Wheeler,965,0,3,3,Other,100,967,>98%,>98% reported,edison,2,unknown,,,,,217,711,25,5,2,5,0,0,0,0,0,0,2020-11-18T20:00:57Z,51.19171,R+51,Trump +51,republican,51.19171,818,53.3,858,32.52,oregon,2020-11-19T00:43:53.128667Z
41071,Yamhill,58808,0,22,22,Other,100,55578,>98%,>98% reported,edison,2,unknown,,,,,27123,29500,1444,370,253,118,0,0,0,0,0,0,2020-11-16T15:47:50Z,4.04197,R+4,Trump +4,republican,4.04197,48753,8.1,42907,6.49,oregon,2020-11-19T00:43:53.128667Z
