fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_outstanding,absentee_max_ballots,provisional_outstanding,provisional_count_progress,results_trumpd,results_bidenj,results_jorgensenj,results_venturaj,results_blankenshipd,results_pierceb,results_de_la_fuenter,results_absentee_trumpd,results_absentee_bidenj,results_absentee_jorgensenj,results_absentee_venturaj,results_absentee_blankenshipd,results_absentee_pierceb,results_absentee_de_la_fuenter,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,margin2020,votes2016,margin2016,state,retrieved_time
02919,ED 19,4670,2520,5,6,Released as a separate subtotal as first report of the night,85,5511,85%,85% reported,edison,2,unknown,,4000,,,1723,2771,91,45,20,8,12,638,1808,37,22,6,6,3,2020-11-11T13:18:16Z,22.44111,D+22,Biden +22,democrat,-22.44111,4792,-21.6,alaska,2020-11-12T00:34:49.670462Z
02902,ED 2,5967,2536,3,4,Released as a separate subtotal as first report of the night,94,6316,94%,94% reported,edison,2,unknown,,4000,,,3570,2048,279,29,18,14,9,1213,1223,78,10,6,4,2,2020-11-11T13:18:16Z,25.50695,R+26,Trump +26,republican,25.50695,5492,29.2,alaska,2020-11-12T00:34:49.670462Z
02920,ED 20,6669,4672,7,9,Released as a separate subtotal as first report of the night,81,8211,81%,81% reported,edison,2,unknown,,4000,,,2070,4423,115,42,6,13,0,1136,3452,51,26,2,5,0,2020-11-11T13:18:16Z,35.28265,D+35,Biden +35,democrat,-35.28265,7140,-27.5,alaska,2020-11-12T00:34:49.670462Z
02921,ED 21,8607,5181,7,8,Released as a separate subtotal as first report of the night,87,9944,87%,87% reported,edison,2,unknown,,4000,,,3355,4974,175,59,25,16,3,1452,3610,71,31,9,5,3,2020-11-11T13:18:15Z,18.81027,D+19,Biden +19,democrat,-18.81027,8647,-8.6,alaska,2020-11-12T00:34:49.670462Z
02922,ED 22,5387,1447,4,7,Released as a separate subtotal as first report of the night,56,9628,56%,56% reported,edison,2,unknown,,4000,,,3288,1937,121,23,6,10,2,702,703,25,9,1,6,1,2020-11-11T13:18:12Z,25.07889,R+25,Trump +25,republican,25.07889,8372,11.1,alaska,2020-11-12T00:34:49.670462Z
02923,ED 23,6955,3678,7,8,Released as a separate subtotal as first report of the night,87,7963,87%,87% reported,edison,2,unknown,,4000,,,3288,3433,146,44,19,13,12,1301,2278,60,23,8,3,5,2020-11-11T13:18:24Z,2.08483,D+2,Biden +2,democrat,-2.08483,6924,5.1,alaska,2020-11-12T00:34:49.670462Z
02924,ED 24,5923,1825,4,7,Released as a separate subtotal as first report of the night,55,10684,55%,55% reported,edison,2,unknown,,4000,,,3720,2032,127,25,6,10,3,893,894,29,7,1,1,0,2020-11-11T13:18:23Z,28.49907,R+28,Trump +28,republican,28.49907,9290,12.2,alaska,2020-11-12T00:34:49.670462Z
02925,ED 25,8430,4724,6,7,Released as a separate subtotal as first report of the night,90,9346,90%,90% reported,edison,2,unknown,,4000,,,3945,4213,173,57,17,11,14,1543,3051,83,23,9,3,12,2020-11-11T13:18:23Z,3.17912,D+3,Biden +3,democrat,-3.17912,8127,5.4,alaska,2020-11-12T00:34:49.670462Z
02926,ED 26,5715,1835,4,8,Released as a separate subtotal as first report of the night,56,10241,56%,56% reported,edison,2,unknown,,4000,,,3595,1938,128,28,9,16,1,979,819,29,5,1,2,0,2020-11-11T03:25:22Z,28.99388,R+29,Trump +29,republican,28.99388,8905,13.2,alaska,2020-11-12T00:34:49.670462Z
02927,ED 27,5198,1481,4,8,Released as a separate subtotal as first report of the night,51,10100,51%,51% reported,edison,2,unknown,,4000,,,3000,1986,155,33,8,13,3,682,757,31,8,0,3,0,2020-11-11T03:25:24Z,19.5075,R+20,Trump +20,republican,19.5075,8783,4.1,alaska,2020-11-12T00:34:49.670462Z
02928,ED 28,6863,2022,4,9,Released as a separate subtotal as first report of the night,52,13141,52%,52% reported,edison,2,unknown,,4000,,,4120,2549,138,42,8,5,1,996,986,26,12,2,0,0,2020-11-11T13:18:21Z,22.89086,R+23,Trump +23,republican,22.89086,11427,5.9,alaska,2020-11-12T00:34:49.670462Z
02929,ED 29,8744,2821,8,11,Released as a separate subtotal as first report of the night,81,10803,81%,81% reported,edison,2,unknown,,4000,,,6150,2360,145,52,24,10,3,1430,1347,20,15,8,0,1,2020-11-11T13:18:21Z,43.34401,R+43,Trump +43,republican,43.34401,9394,45.2,alaska,2020-11-12T00:34:49.670462Z
02903,ED 3,7960,2983,5,5,Released as a separate subtotal as first report of the night,91,8755,91%,91% reported,edison,2,unknown,,4000,,,5776,1813,287,40,26,13,5,1708,1131,114,17,8,3,2,2020-11-11T03:25:54Z,49.78643,R+50,Trump +50,republican,49.78643,7613,54.7,alaska,2020-11-12T00:34:49.670462Z
02930,ED 30,4747,29,3,6,Released as a separate subtotal as first report of the night,46,10293,46%,46% reported,edison,2,unknown,,4000,,,3823,723,143,28,20,10,0,19,9,0,0,1,0,0,2020-11-11T13:18:20Z,65.3044,R+65,Trump +65,republican,65.3044,8950,48.9,alaska,2020-11-12T00:34:49.670462Z
02931,ED 31,5381,1,4,9,Released as a separate subtotal as first report of the night,46,11709,46%,46% reported,edison,2,unknown,,4000,,,3913,1261,131,52,11,10,3,0,1,0,0,0,0,0,2020-11-11T03:25:05Z,49.28452,R+49,Trump +49,republican,49.28452,10182,21.1,alaska,2020-11-12T00:34:49.670462Z
02932,ED 32,4045,0,7,14,Released as a separate subtotal as first report of the night,47,8593,47%,47% reported,edison,2,unknown,,4000,,,2548,1286,127,58,11,12,3,0,0,0,0,0,0,0,2020-11-11T03:25:06Z,31.19901,R+31,Trump +31,republican,31.19901,7472,14.2,alaska,2020-11-12T00:34:49.670462Z
02933,ED 33,5545,2611,5,11,Released as a separate subtotal as first report of the night,49,11424,49%,49% reported,edison,2,unknown,,4000,,,1951,3380,123,56,15,15,5,640,1907,40,18,2,2,2,2020-11-11T13:18:19Z,25.77096,D+26,Biden +26,democrat,-25.77096,9934,-32.7,alaska,2020-11-12T00:34:49.670462Z
02934,ED 34,9926,7198,6,7,Released as a separate subtotal as first report of the night,92,10846,92%,92% reported,edison,2,unknown,,4000,,,4197,5356,249,57,30,32,5,2531,4455,131,38,20,22,1,2020-11-11T13:18:18Z,11.67641,D+12,Biden +12,democrat,-11.67641,9431,-2.8,alaska,2020-11-12T00:34:49.670462Z
02935,ED 35,4090,15,6,14,Released as a separate subtotal as first report of the night,39,10398,39%,39% reported,edison,2,unknown,,4000,,,2429,1514,70,49,14,8,6,10,5,0,0,0,0,0,2020-11-11T03:25:14Z,22.37164,R+22,Trump +22,republican,22.37164,9042,3.9,alaska,2020-11-12T00:34:49.670462Z
02936,ED 36,5117,1,5,10,Released as a separate subtotal as first report of the night,54,9504,54%,54% reported,edison,2,unknown,,4000,,,3251,1642,131,58,18,11,6,0,1,0,0,0,0,0,2020-11-11T03:26:15Z,31.44421,R+31,Trump +31,republican,31.44421,8264,21.4,alaska,2020-11-12T00:34:49.670462Z
02937,ED 37,3123,0,19,35,Released as a separate subtotal as first report of the night,54,5821,54%,54% reported,edison,2,unknown,,4000,,,1492,1486,45,37,37,14,12,0,0,0,0,0,0,0,2020-11-11T03:24:51Z,0.19212,R+0.19,Trump +0.19,republican,0.19212,5062,-9.5,alaska,2020-11-12T00:34:49.670462Z
02938,ED 38,3800,0,20,31,Released as a separate subtotal as first report of the night,65,5859,65%,65% reported,edison,2,unknown,,4000,,,1327,2176,77,99,47,50,24,0,0,0,0,0,0,0,2020-11-11T03:24:56Z,22.34211,D+22,Biden +22,democrat,-22.34211,5095,-31.7,alaska,2020-11-12T00:34:49.670462Z
02939,ED 39,4812,282,24,33,Released as a separate subtotal as first report of the night,74,6485,74%,74% reported,edison,2,unknown,,4000,,,1553,2939,99,90,68,44,19,93,176,6,2,2,3,0,2020-11-11T03:25:01Z,28.80299,D+29,Biden +29,democrat,-28.80299,5639,-30.8,alaska,2020-11-12T00:34:49.670462Z
02904,ED 4,10893,6231,6,7,Released as a separate subtotal as first report of the night,99,10949,>98%,>98% reported,edison,2,unknown,,4000,,,4660,5769,313,92,27,28,4,1872,4157,149,36,7,10,0,2020-11-11T13:18:24Z,10.18085,D+10,Biden +10,democrat,-10.18085,9521,-1,alaska,2020-11-12T00:34:49.670462Z
02940,ED 40,3249,0,14,23,Released as a separate subtotal as first report of the night,61,5302,61%,61% reported,edison,2,unknown,,4000,,,1506,1508,72,63,41,37,22,0,0,0,0,0,0,0,2020-11-11T03:25:02Z,0.06156,D+0.06,Biden +0.06,democrat,-0.06156,4610,-20.8,alaska,2020-11-12T00:34:49.670462Z
02905,ED 5,8217,4335,8,9,Released as a separate subtotal as first report of the night,90,9092,90%,90% reported,edison,2,unknown,,4000,,,3862,4012,236,65,19,15,8,1431,2757,107,25,7,4,4,2020-11-11T13:18:24Z,1.82548,D+1.8,Biden +1.8,democrat,-1.82548,7906,6.3,alaska,2020-11-12T00:34:49.670462Z
02906,ED 6,8521,5,28,33,Released as a separate subtotal as first report of the night,88,9729,88%,88% reported,edison,2,unknown,,4000,,,5198,2957,228,76,29,27,6,2,2,0,1,0,0,0,2020-11-11T13:18:23Z,26.29973,R+26,Trump +26,republican,26.29973,8460,28.3,alaska,2020-11-12T00:34:49.670462Z
02907,ED 7,8773,5090,6,7,Released as a separate subtotal as first report of the night,92,9538,92%,92% reported,edison,2,unknown,,4000,,,6416,2029,233,46,34,11,4,3421,1502,113,21,22,8,3,2020-11-11T03:25:54Z,50.0057,R+50,Trump +50,republican,50.0057,8294,53.4,alaska,2020-11-12T00:34:49.670462Z
02908,ED 8,8957,3931,5,6,Released as a separate subtotal as first report of the night,96,9284,96%,96% reported,edison,2,unknown,,4000,,,6874,1797,204,38,25,15,4,2636,1214,59,13,7,1,1,2020-11-11T13:18:22Z,56.68192,R+57,Trump +57,republican,56.68192,8073,60.8,alaska,2020-11-12T00:34:49.670462Z
02909,ED 9,10153,4,10,11,Released as a separate subtotal as first report of the night,99,10297,>98%,>98% reported,edison,2,unknown,,4000,,,7203,2552,271,72,36,16,3,2,2,0,0,0,0,0,2020-11-11T13:18:22Z,45.80912,R+46,Trump +46,republican,45.80912,8954,47.5,alaska,2020-11-12T00:34:49.670462Z
