fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_outstanding,absentee_max_ballots,provisional_outstanding,provisional_count_progress,results_bidenj,results_trumpd,results_jorgensenj,results_hawkinsh,results_la_rivag,results_de_la_fuenter,results_write_ins,results_absentee_bidenj,results_absentee_trumpd,results_absentee_jorgensenj,results_absentee_hawkinsh,results_absentee_la_rivag,results_absentee_de_la_fuenter,results_absentee_write_ins,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,margin2020,votes2016,margin2016,votes2012,margin2012,state,retrieved_time
06021,Glenn,11170,5134,74,74,Released as a separate subtotal as first report of the night,100,10796,>98%,>98% reported,edison,4,unknown,,11067,,,3939,7000,126,34,33,38,,1963,3069,52,14,18,18,,2020-11-24T13:22:02Z,27.40376,R+27,Trump +27,republican,27.40376,9470,28.8,9211,25.31,california,2020-11-25T00:44:38.106695Z
06023,Humboldt,66914,37861,65,66,Released as a separate subtotal as first report of the night,99,67540,>98%,>98% reported,edison,2,some,,48283,,,43633,21069,1089,608,270,245,,26616,10319,428,257,134,107,,2020-11-24T13:22:08Z,33.7209,D+34,Biden +34,democrat,-33.7209,60014,-24.7,57470,-27.2,california,2020-11-25T00:44:38.106695Z
06025,Imperial,53879,27661,218,218,Released separately AFTER election night,98,54824,98%,98% reported,edison,4,some,,31600,,,33104,19657,363,228,256,271,,18837,8298,161,99,130,136,,2020-11-24T13:22:13Z,24.95778,D+25,Biden +25,democrat,-24.95778,48091,-41.5,38565,-32.05,california,2020-11-25T00:44:38.106695Z
06027,Inyo,9460,5305,21,21,Merged into voters' home precincts and released with cumulative results,100,9218,>98%,>98% reported,edison,4,all,,8286,,,4623,4611,128,45,22,31,,3091,2097,67,26,7,17,,2020-11-24T13:22:15Z,0.12685,D+0.13,Biden +0.13,democrat,-0.12685,8179,13.4,8036,11.42,california,2020-11-25T00:44:38.106695Z
06029,Kern,295916,126942,694,694,Released as a separate subtotal as first report of the night,100,278346,>98%,>98% reported,edison,4,unknown,,202125,,,128957,159846,3833,1046,1032,1202,,66392,57804,1418,465,429,434,,2020-11-24T13:22:19Z,10.43844,R+10,Trump +10,republican,10.43844,244163,12.7,221472,16.76,california,2020-11-25T00:44:38.106695Z
06031,Kings,42752,32998,96,96,Released as a separate subtotal as first report of the night,100,38663,>98%,>98% reported,edison,4,unknown,,38870,,,18133,23561,583,123,174,178,,14079,18218,390,77,120,114,,2020-11-24T13:22:22Z,12.69648,R+13,Trump +13,republican,12.69648,34310,13,31418,14.93,california,2020-11-25T00:44:38.106695Z
06033,Lake,11038,0,28,70,Released as a separate subtotal as first report of the night,40,27936,40%,40% reported,edison,2,unknown,,23517,,,6874,3955,94,71,18,26,,0,0,0,0,0,0,,2020-11-24T13:22:22Z,26.44501,D+26,Biden +26,democrat,-26.44501,24684,-3.6,23391,-16.94,california,2020-11-25T00:44:38.106695Z
06035,Lassen,11800,0,56,57,Released as a separate subtotal as first report of the night,97,12138,97%,97% reported,edison,2,unknown,,12965,,,2775,8814,139,31,16,25,,0,0,0,0,0,0,,2020-11-24T13:22:23Z,51.17797,R+51,Trump +51,republican,51.17797,10699,50,10683,39.72,california,2020-11-25T00:44:38.106695Z
06037,Los Angeles,4256867,2857809,3383,3383,Released as a separate subtotal as first report of the night,100,3915111,>98%,>98% reported,edison,4,all,,1561325,,,3024321,1143687,35392,21615,15894,15958,,2090279,720484,19435,12001,8012,7598,,2020-11-24T23:00:54Z,44.17883,D+44,Biden +44,democrat,-44.17883,3434308,-49.3,3181067,-41.86,california,2020-11-25T00:44:38.106695Z
06039,Madera,53690,35718,72,72,Released as a separate subtotal as first report of the night,100,49148,>98%,>98% reported,edison,4,all,,39467,,,23154,29361,621,217,164,173,,16495,18520,372,131,86,114,,2020-11-24T13:22:28Z,11.56081,R+12,Trump +12,republican,11.56081,43507,14.5,39866,17.14,california,2020-11-25T00:44:38.106695Z
06041,Marin,155771,0,110,112,Other,98,158771,98%,98% reported,edison,2,unknown,,140974,,,128262,24610,1535,724,261,379,,0,0,0,0,0,0,,2020-11-24T13:22:32Z,66.54127,D+67,Biden +67,democrat,-66.54127,140683,-61.8,134516,-51.31,california,2020-11-25T00:44:38.106695Z
06043,Mariposa,10280,8259,25,25,Other,100,10229,>98%,>98% reported,edison,4,all,,8458,,,4088,5950,155,39,22,26,,3610,4480,109,28,13,19,,2020-11-24T13:22:36Z,18.11284,R+18,Trump +18,republican,18.11284,8877,23.2,9000,18.24,california,2020-11-25T00:44:38.106695Z
06045,Mendocino,35966,0,147,250,Released as a separate subtotal as first report of the night,84,42724,84%,84% reported,edison,2,unknown,,46454,,,24550,10408,458,321,141,88,0,0,0,0,0,0,0,0,2020-11-24T20:07:26Z,39.32047,D+39,Biden +39,democrat,-39.32047,37915,-29.5,35017,-38.65,california,2020-11-25T00:44:38.106695Z
06047,Merced,90541,0,268,268,Released as a separate subtotal as first report of the night,100,80699,>98%,>98% reported,edison,2,unknown,,52923,,,48991,39397,941,388,433,391,,0,0,0,0,0,0,,2020-11-24T13:22:40Z,10.5963,D+11,Biden +11,democrat,-10.5963,71127,-12.1,62057,-8.74,california,2020-11-25T00:44:38.106695Z
06049,Modoc,4338,0,22,22,Released as a separate subtotal as first report of the night,96,4539,96%,96% reported,edison,2,unknown,,4538,,,1150,3109,39,15,12,13,,0,0,0,0,0,0,,2020-11-24T13:22:41Z,45.15906,R+45,Trump +45,republican,45.15906,3843,47.3,3986,41.8,california,2020-11-25T00:44:38.106695Z
06051,Mono,6737,4958,12,12,Merged into voters' home precincts AFTER election night,100,6015,>98%,>98% reported,edison,4,unknown,,5003,,,4013,2513,126,42,18,25,,3215,1590,92,32,9,20,,2020-11-24T13:22:43Z,22.2651,D+22,Biden +22,democrat,-22.2651,5281,-12.5,5181,-8.65,california,2020-11-25T00:44:38.106695Z
06053,Monterey,163797,112564,188,188,Released as a separate subtotal as first report of the night,100,152085,>98%,>98% reported,edison,4,some,,140518,,,113893,46274,1819,749,496,566,,81854,28604,1063,453,274,316,,2020-11-24T13:22:45Z,41.2822,D+41,Biden +41,democrat,-41.2822,133408,-40.6,123518,-36.86,california,2020-11-25T00:44:38.106695Z
06055,Napa,67847,42386,185,191,Other,97,69964,97%,97% reported,edison,4,all,,82274,,,46962,19388,844,292,144,217,,31270,10392,383,166,71,104,,2020-11-24T13:22:49Z,40.64144,D+41,Biden +41,democrat,-40.64144,61372,-35.5,56968,-28.69,california,2020-11-25T00:44:38.106695Z
06057,Nevada,64683,26010,111,111,Other,100,62626,>98%,>98% reported,edison,4,all,,61400,,,36332,26753,918,344,147,189,,16019,9588,211,87,52,53,,2020-11-24T13:22:51Z,14.80915,D+15,Biden +15,democrat,-14.80915,54935,-4.9,51676,0.63,california,2020-11-25T00:44:38.106695Z
06059,Orange,1521670,1086838,1795,1795,Released as a separate subtotal as first report of the night,100,1365174,>98%,>98% reported,edison,4,all,,929898,,,813974,676478,17325,5819,3432,4642,,643287,422926,11619,3986,2116,2904,,2020-11-24T13:22:52Z,9.03586,D+9,Biden +9,democrat,-9.03586,1197521,-8.6,1122664,6.23,california,2020-11-25T00:44:38.106695Z
06061,Placer,228108,0,127,127,Released as a separate subtotal as first report of the night,100,208436,>98%,>98% reported,edison,4,all,,184938,,,103942,118709,3813,752,325,567,,0,0,0,0,0,0,,2020-11-24T13:22:53Z,6.47369,R+6,Trump +6,republican,6.47369,186024,11.6,171322,19.32,california,2020-11-25T00:44:38.106695Z
06063,Plumas,11256,0,29,29,Other,99,11409,>98%,>98% reported,edison,4,unknown,,11534,,,4561,6445,153,39,27,31,,0,0,0,0,0,0,,2020-11-24T13:22:55Z,16.73774,R+17,Trump +17,republican,16.73774,9850,19.9,10047,16.87,california,2020-11-25T00:44:38.106695Z
06065,Riverside,993338,391521,864,864,Released as a separate subtotal as first report of the night,100,856586,>98%,>98% reported,edison,4,unknown,,594424,,,526515,447375,9935,3360,2780,3373,,222328,163191,3094,1068,834,1006,,2020-11-24T13:22:58Z,7.96708,D+8,Biden +8,democrat,-7.96708,751391,-5.4,661907,-1.65,california,2020-11-25T00:44:38.106695Z
06067,Sacramento,718260,0,677,677,Released as a separate subtotal as first report of the night,100,324230,>98%,>98% reported,edison,4,all,,489638,,,440790,259394,9769,3254,2423,2630,,0,0,0,0,0,0,,2020-11-24T23:40:40Z,25.25492,D+25,Biden +25,democrat,-25.25492,562285,-24.2,516809,-18.96,california,2020-11-25T00:44:38.106695Z
06069,San Benito,28317,21132,54,54,Released as a separate subtotal as first report of the night,100,24993,>98%,>98% reported,edison,4,unknown,,19926,,,17315,10412,337,89,81,83,,13404,7323,238,58,60,49,,2020-11-24T13:23:01Z,24.37758,D+24,Biden +24,democrat,-24.37758,22122,-21.2,19044,-20.65,california,2020-11-25T00:44:38.106695Z
06071,San Bernardino,836393,342615,2327,2327,Released as a separate subtotal as first report of the night,100,745541,>98%,>98% reported,edison,2,some,,453259,,,453380,364325,8730,3596,3031,3331,,218798,117385,2992,1329,1033,1078,,2020-11-24T13:23:04Z,10.64751,D+11,Biden +11,democrat,-10.64751,653983,-10.6,581517,-7.35,california,2020-11-25T00:44:38.106695Z
06073,San Diego,1600272,1399950,1414,1414,Released as a separate subtotal as first report of the night,100,1489296,>98%,>98% reported,edison,2,some,,1080011,,,963797,599539,21359,7416,2862,5299,,881463,486575,18490,6566,2409,4447,,2020-11-24T13:23:06Z,22.76226,D+23,Biden +23,democrat,-22.76226,1311618,-19.6,1192282,-7.57,california,2020-11-25T00:44:38.106695Z
06075,San Francisco,442969,318178,583,609,Released as a separate subtotal as first report of the night,96,462603,96%,96% reported,edison,4,all,,309114,,,377772,56329,3293,2780,1537,1258,,278413,34477,1911,1721,974,682,,2020-11-24T13:23:08Z,72.56557,D+73,Biden +73,democrat,-72.56557,408541,-75.2,361209,-70.5,california,2020-11-25T00:44:38.106695Z
06077,San Joaquin,273719,0,207,207,None,100,255549,>98%,>98% reported,edison,2,unknown,,212698,,,153396,114507,2782,1014,889,1131,0,0,0,0,0,0,0,0,2020-11-24T13:23:10Z,14.20764,D+14,Biden +14,democrat,-14.20764,227002,-14.2,204697,-13.7,california,2020-11-25T00:44:38.106695Z
06079,San Luis Obispo,158035,111693,112,112,Released as a separate subtotal as first report of the night,100,116049,>98%,>98% reported,edison,4,all,,128384,,,87491,66661,2381,785,275,442,,67651,41853,1290,477,152,270,,2020-11-24T13:23:14Z,13.18062,D+13,Biden +13,democrat,-13.18062,137202,-8,125638,-1.03,california,2020-11-25T00:44:38.106695Z
06081,San Mateo,373800,227577,403,403,Released as a separate subtotal as first report of the night,100,358398,>98%,>98% reported,edison,4,all,,271008,,,291215,75505,3547,1595,795,1143,,187578,36584,1715,806,378,516,,2020-11-24T13:23:15Z,57.70733,D+58,Biden +58,democrat,-57.70733,314384,-57.2,285720,-46.66,california,2020-11-25T00:44:38.106695Z
06083,Santa Barbara,194378,0,218,226,Released as a separate subtotal as first report of the night,96,201536,96%,96% reported,edison,4,unknown,,155496,,,126419,63583,2317,889,489,681,,0,0,0,0,0,0,,2020-11-24T13:23:16Z,32.3267,D+32,Biden +32,democrat,-32.3267,178878,-28.4,163320,-18.08,california,2020-11-25T00:44:38.106695Z
06085,Santa Clara,850297,0,596,596,Released as a separate subtotal as first report of the night,100,802228,>98%,>98% reported,edison,4,some,,732616,,,617824,214538,9129,4038,2147,2621,,0,0,0,0,0,0,,2020-11-24T13:23:17Z,47.42884,D+47,Biden +47,democrat,-47.42884,703709,-52.1,643091,-42.91,california,2020-11-25T00:44:38.106695Z
06087,Santa Cruz,143757,0,164,168,Released as a separate subtotal as first report of the night,98,146856,98%,98% reported,edison,4,some,,102995,,,113487,26688,1688,1055,410,429,,0,0,0,0,0,0,,2020-11-24T13:23:18Z,60.37897,D+60,Biden +60,democrat,-60.37897,130012,-56,120095,-55.59,california,2020-11-25T00:44:38.106695Z
06089,Shasta,92326,0,97,97,Released as a separate subtotal as first report of the night,100,91260,>98%,>98% reported,edison,2,unknown,,77694,,,29874,60372,1258,365,184,273,,0,0,0,0,0,0,,2020-11-24T13:23:18Z,33.03295,R+33,Trump +33,republican,33.03295,81024,36.4,76335,29.15,california,2020-11-25T00:44:38.106695Z
06091,Sierra,1930,0,21,23,Other,93,2086,93%,93% reported,edison,2,unknown,,2915,,,730,1142,27,13,6,12,,0,0,0,0,0,0,,2020-11-24T13:23:20Z,21.34715,R+21,Trump +21,republican,21.34715,1858,24.1,1795,22.45,california,2020-11-25T00:44:38.106695Z
06093,Siskiyou,23446,0,64,64,Released as a separate subtotal as first report of the night,100,23361,>98%,>98% reported,edison,2,unknown,,21928,,,9591,13288,318,116,54,79,,0,0,0,0,0,0,,2020-11-24T13:23:21Z,15.76815,R+16,Trump +16,republican,15.76815,20493,20,19910,15.22,california,2020-11-25T00:44:38.106695Z
06095,Solano,205716,0,348,348,Released as a separate subtotal as first report of the night,100,189369,>98%,>98% reported,edison,2,unknown,,140931,,,131571,69263,2475,958,626,823,,0,0,0,0,0,0,,2020-11-24T13:23:22Z,30.28836,D+30,Biden +30,democrat,-30.28836,168150,-30,152444,-29.32,california,2020-11-25T00:44:38.106695Z
06097,Sonoma,268252,0,668,668,Released as a separate subtotal as first report of the night,100,263628,>98%,>98% reported,edison,4,all,,248885,,,199938,61825,3418,1499,740,832,,0,0,0,0,0,0,,2020-11-24T13:23:23Z,51.48629,D+51,Biden +51,democrat,-51.48629,233303,-46.7,216508,-45.8,california,2020-11-25T00:44:38.106695Z
06099,Stanislaus,214876,137525,192,192,Released as a precinct as first report of the night,100,196246,>98%,>98% reported,edison,4,some,,171363,,,105841,104145,2494,742,728,926,,72651,62194,1341,440,392,507,,2020-11-24T13:23:24Z,0.78929,D+0.79,Biden +0.79,democrat,-0.78929,174406,-1.8,155369,-2.75,california,2020-11-25T00:44:38.106695Z
06101,Sutter,42634,0,45,45,"Released as first report, then NOT included in cumulative results",100,38216,>98%,>98% reported,edison,4,all,,34061,,,17364,24372,521,136,115,126,,0,0,0,0,0,0,,2020-11-24T13:23:25Z,16.43759,R+16,Trump +16,republican,16.43759,33824,15.1,31026,19.11,california,2020-11-25T00:44:38.106695Z
06103,Tehama,28319,0,46,46,Released as a separate subtotal as first report of the night,100,27255,>98%,>98% reported,edison,2,unknown,,24366,,,8802,18865,396,88,64,104,,0,0,0,0,0,0,,2020-11-24T13:23:26Z,35.53445,R+36,Trump +36,republican,35.53445,23908,36.3,22977,27.42,california,2020-11-25T00:44:38.106695Z
06105,Trinity,6258,5048,24,25,None,97,6482,97%,97% reported,edison,4,unknown,,6488,,,2851,3188,117,50,25,27,,2383,2513,86,30,13,23,,2020-11-24T13:23:27Z,5.38511,R+5,Trump +5,republican,5.38511,5784,10.3,5674,0.74,california,2020-11-25T00:44:38.106695Z
06107,Tulare,146487,81532,271,271,Released as a separate subtotal as first report of the night,100,128061,>98%,>98% reported,edison,4,unknown,,98048,,,65944,77413,1495,479,534,622,,39863,40156,676,264,268,305,,2020-11-24T13:23:29Z,7.82936,R+8,Trump +8,republican,7.82936,114102,9.4,101100,15.04,california,2020-11-25T00:44:38.106695Z
06109,Tuolumne,30401,0,73,73,Other,100,29103,>98%,>98% reported,edison,2,unknown,,30744,,,11978,17689,439,145,59,91,,0,0,0,0,0,0,,2020-11-24T13:23:30Z,18.78557,R+19,Trump +19,republican,18.78557,25893,21,24687,15.72,california,2020-11-25T00:44:38.106695Z
06111,Ventura,421612,0,695,695,Released as a separate subtotal as first report of the night,100,400968,>98%,>98% reported,edison,2,some,,263890,,,250784,161773,5047,1759,979,1270,,0,0,0,0,0,0,,2020-11-24T13:23:31Z,21.11207,D+21,Biden +21,democrat,-21.11207,356107,-17.4,326974,-7.03,california,2020-11-25T00:44:38.106695Z
06113,Yolo,82624,0,51,58,Released as a separate subtotal as first report of the night,88,93583,88%,88% reported,edison,4,some,,66098,,,58328,22422,954,423,258,239,,0,0,0,0,0,0,,2020-11-24T13:23:32Z,43.45711,D+43,Biden +43,democrat,-43.45711,82090,-41.4,74475,-34.03,california,2020-11-25T00:44:38.106695Z
06115,Yuba,27329,15496,34,34,None,100,26218,>98%,>98% reported,edison,4,unknown,,18752,,,10343,16210,446,115,82,133,,7157,7960,199,71,40,69,,2020-11-24T13:23:33Z,21.46804,R+21,Trump +21,republican,21.46804,22998,22.9,19700,18.09,california,2020-11-25T00:44:38.106695Z
