fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_max_ballots,results_gibbsb,results_potterq,results_lapeb,results_absentee_gibbsb,results_absentee_potterq,results_absentee_lapeb,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,race_id_race,race_slug_race,url_race,state_page_url_race,ap_polls_page_race,edison_exit_polls_page_race,race_type_race,election_type_race,election_date_race,runoff_race,race_name_race,office_race,officeid_race,race_rating_race,seat_race,seat_name_race,state_id_race,state_slug_race,state_name_race,state_nyt_abbrev_race,state_shape_race,party_id_race,uncontested_race,report_race,result_race,result_source_race,gain_race,lost_seat_race,votes_race,absentee_votes_race,absentee_counties_race,absentee_count_progress_race,poll_display_race,poll_countdown_display_race,poll_waiting_display_race,poll_time_race,poll_time_short_race,precincts_reporting_race,precincts_total_race,reporting_display_race,reporting_value_race,eevp_race,tot_exp_vote_race,eevp_source_race,eevp_value_race,eevp_display_race,county_data_source_race,incumbent_party_race,no_forecast_race,last_updated_race,has_incumbent_race,leader_margin_value_race,leader_margin_votes_race,leader_margin_display_race,leader_margin_name_display_race,leader_party_id_race,expectations_text_race,expectations_text_short_race,absentee_ballot_deadline_race,absentee_postmark_deadline_race,winner_called_timestamp_race
39005,Ashland,25879,15995,39,39,Released as a separate subtotal as first report of the night,100,25385,>98%,>98% reported,edison,6,all,12763,19699,5195,985,11405,4100,490,2020-11-19T15:34:47Z,56.04544,R+56,Gibbs +56,republican,OH-G-H-7-2020-11-03,oh-house-general-district-007-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-ohio-house-district-7.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-ohio.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-ohio.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-ohio.html,house,general,2020-11-03,FALSE,U.S. House District 7,U.S. House,H,solid-rep,7,District 7,OH,ohio,Ohio,Ohio,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",350549,70721,5,unknown,Polls close at 7:30 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:30:00.000Z,7:30 p.m.,503,530,95% reporting,95%,93,375000,edison,93%,93% reported,edison,republican,FALSE,2020-11-19T16:44:50Z,TRUE,38.3216,134336,R+38,Gibbs +38,republican,"Postmarked ballots have until Nov. 13 to arrive, but no additional results will be reported reported for at least a week and a half after the election. Counties may report their full official count after their vote canvass, due by Nov. 18, but full statewide results will not be available until final certification, due by Nov. 28. ","Postmarked ballots have until Nov. 13 to arrive, but no additional results will be reported for at least a week and a half after the election.",10,-1,1604451069494
39031,Coshocton,16225,10738,23,23,Released as a separate subtotal as first report of the night,100,15853,>98%,>98% reported,edison,6,all,9803,12268,3371,586,7690,2715,333,2020-11-19T15:35:45Z,54.83513,R+55,Gibbs +55,republican,OH-G-H-7-2020-11-03,oh-house-general-district-007-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-ohio-house-district-7.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-ohio.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-ohio.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-ohio.html,house,general,2020-11-03,FALSE,U.S. House District 7,U.S. House,H,solid-rep,7,District 7,OH,ohio,Ohio,Ohio,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",350549,70721,5,unknown,Polls close at 7:30 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:30:00.000Z,7:30 p.m.,503,530,95% reporting,95%,93,375000,edison,93%,93% reported,edison,republican,FALSE,2020-11-19T16:44:50Z,TRUE,38.3216,134336,R+38,Gibbs +38,republican,"Postmarked ballots have until Nov. 13 to arrive, but no additional results will be reported reported for at least a week and a half after the election. Counties may report their full official count after their vote canvass, due by Nov. 18, but full statewide results will not be available until final certification, due by Nov. 28. ","Postmarked ballots have until Nov. 13 to arrive, but no additional results will be reported for at least a week and a half after the election.",10,-1,1604451069494
39075,Holmes,12558,7761,17,17,Released as a separate subtotal as first report of the night,100,12537,>98%,>98% reported,edison,4,unknown,6416,10776,1428,354,6368,1177,216,2020-11-18T19:39:51Z,74.4386,R+74,Gibbs +74,republican,OH-G-H-7-2020-11-03,oh-house-general-district-007-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-ohio-house-district-7.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-ohio.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-ohio.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-ohio.html,house,general,2020-11-03,FALSE,U.S. House District 7,U.S. House,H,solid-rep,7,District 7,OH,ohio,Ohio,Ohio,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",350549,70721,5,unknown,Polls close at 7:30 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:30:00.000Z,7:30 p.m.,503,530,95% reporting,95%,93,375000,edison,93%,93% reported,edison,republican,FALSE,2020-11-19T16:44:50Z,TRUE,38.3216,134336,R+38,Gibbs +38,republican,"Postmarked ballots have until Nov. 13 to arrive, but no additional results will be reported reported for at least a week and a half after the election. Counties may report their full official count after their vote canvass, due by Nov. 18, but full statewide results will not be available until final certification, due by Nov. 28. ","Postmarked ballots have until Nov. 13 to arrive, but no additional results will be reported for at least a week and a half after the election.",10,-1,1604451069494
39077,Huron,12044,0,21,21,Released as a separate subtotal as first report of the night,100,11834,>98%,>98% reported,edison,6,all,12338,9158,2494,392,0,0,0,2020-11-19T17:37:29Z,55.33045,R+55,Gibbs +55,republican,OH-G-H-7-2020-11-03,oh-house-general-district-007-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-ohio-house-district-7.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-ohio.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-ohio.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-ohio.html,house,general,2020-11-03,FALSE,U.S. House District 7,U.S. House,H,solid-rep,7,District 7,OH,ohio,Ohio,Ohio,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",350549,70721,5,unknown,Polls close at 7:30 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:30:00.000Z,7:30 p.m.,503,530,95% reporting,95%,93,375000,edison,93%,93% reported,edison,republican,FALSE,2020-11-19T16:44:50Z,TRUE,38.3216,134336,R+38,Gibbs +38,republican,"Postmarked ballots have until Nov. 13 to arrive, but no additional results will be reported reported for at least a week and a half after the election. Counties may report their full official count after their vote canvass, due by Nov. 18, but full statewide results will not be available until final certification, due by Nov. 28. ","Postmarked ballots have until Nov. 13 to arrive, but no additional results will be reported for at least a week and a half after the election.",10,-1,1604451069494
39083,Knox,30403,0,48,53,Released as a separate subtotal as first report of the night,93,32615,93%,93% reported,edison,2,unknown,17702,21803,7264,1336,0,0,0,2020-11-18T19:43:29Z,47.82094,R+48,Gibbs +48,republican,OH-G-H-7-2020-11-03,oh-house-general-district-007-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-ohio-house-district-7.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-ohio.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-ohio.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-ohio.html,house,general,2020-11-03,FALSE,U.S. House District 7,U.S. House,H,solid-rep,7,District 7,OH,ohio,Ohio,Ohio,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",350549,70721,5,unknown,Polls close at 7:30 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:30:00.000Z,7:30 p.m.,503,530,95% reporting,95%,93,375000,edison,93%,93% reported,edison,republican,FALSE,2020-11-19T16:44:50Z,TRUE,38.3216,134336,R+38,Gibbs +38,republican,"Postmarked ballots have until Nov. 13 to arrive, but no additional results will be reported reported for at least a week and a half after the election. Counties may report their full official count after their vote canvass, due by Nov. 18, but full statewide results will not be available until final certification, due by Nov. 28. ","Postmarked ballots have until Nov. 13 to arrive, but no additional results will be reported for at least a week and a half after the election.",10,-1,1604451069494
39093,Lorain,51043,0,60,62,Merged into voters' home precincts and released with cumulative results,100,51007,>98%,>98% reported,edison,4,unknown,81890,31245,18258,1540,0,0,0,2020-11-19T17:37:35Z,25.44325,R+25,Gibbs +25,republican,OH-G-H-7-2020-11-03,oh-house-general-district-007-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-ohio-house-district-7.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-ohio.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-ohio.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-ohio.html,house,general,2020-11-03,FALSE,U.S. House District 7,U.S. House,H,solid-rep,7,District 7,OH,ohio,Ohio,Ohio,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",350549,70721,5,unknown,Polls close at 7:30 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:30:00.000Z,7:30 p.m.,503,530,95% reporting,95%,93,375000,edison,93%,93% reported,edison,republican,FALSE,2020-11-19T16:44:50Z,TRUE,38.3216,134336,R+38,Gibbs +38,republican,"Postmarked ballots have until Nov. 13 to arrive, but no additional results will be reported reported for at least a week and a half after the election. Counties may report their full official count after their vote canvass, due by Nov. 18, but full statewide results will not be available until final certification, due by Nov. 28. ","Postmarked ballots have until Nov. 13 to arrive, but no additional results will be reported for at least a week and a half after the election.",10,-1,1604451069494
39103,Medina,35930,21274,45,45,Released as a separate subtotal as first report of the night,100,35415,>98%,>98% reported,edison,6,all,52920,23956,10847,1127,12384,8384,506,2020-11-18T19:13:14Z,36.48483,R+36,Gibbs +36,republican,OH-G-H-7-2020-11-03,oh-house-general-district-007-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-ohio-house-district-7.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-ohio.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-ohio.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-ohio.html,house,general,2020-11-03,FALSE,U.S. House District 7,U.S. House,H,solid-rep,7,District 7,OH,ohio,Ohio,Ohio,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",350549,70721,5,unknown,Polls close at 7:30 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:30:00.000Z,7:30 p.m.,503,530,95% reporting,95%,93,375000,edison,93%,93% reported,edison,republican,FALSE,2020-11-19T16:44:50Z,TRUE,38.3216,134336,R+38,Gibbs +38,republican,"Postmarked ballots have until Nov. 13 to arrive, but no additional results will be reported reported for at least a week and a half after the election. Counties may report their full official count after their vote canvass, due by Nov. 18, but full statewide results will not be available until final certification, due by Nov. 28. ","Postmarked ballots have until Nov. 13 to arrive, but no additional results will be reported for at least a week and a half after the election.",10,-1,1604451069494
39139,Richland,25361,14953,38,38,Merged into voters' home precincts and released with cumulative results,92,27447,92%,92% reported,edison,4,all,32970,19129,5411,821,10433,4131,389,2020-11-18T18:56:30Z,54.09093,R+54,Gibbs +54,republican,OH-G-H-7-2020-11-03,oh-house-general-district-007-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-ohio-house-district-7.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-ohio.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-ohio.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-ohio.html,house,general,2020-11-03,FALSE,U.S. House District 7,U.S. House,H,solid-rep,7,District 7,OH,ohio,Ohio,Ohio,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",350549,70721,5,unknown,Polls close at 7:30 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:30:00.000Z,7:30 p.m.,503,530,95% reporting,95%,93,375000,edison,93%,93% reported,edison,republican,FALSE,2020-11-19T16:44:50Z,TRUE,38.3216,134336,R+38,Gibbs +38,republican,"Postmarked ballots have until Nov. 13 to arrive, but no additional results will be reported reported for at least a week and a half after the election. Counties may report their full official count after their vote canvass, due by Nov. 18, but full statewide results will not be available until final certification, due by Nov. 28. ","Postmarked ballots have until Nov. 13 to arrive, but no additional results will be reported for at least a week and a half after the election.",10,-1,1604451069494
39151,Stark,108919,0,151,171,Merged into voters' home precincts and released with cumulative results,91,120333,91%,91% reported,edison,2,unknown,83515,65431,39882,3606,0,0,0,2020-11-18T22:51:37Z,23.45688,R+23,Gibbs +23,republican,OH-G-H-7-2020-11-03,oh-house-general-district-007-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-ohio-house-district-7.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-ohio.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-ohio.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-ohio.html,house,general,2020-11-03,FALSE,U.S. House District 7,U.S. House,H,solid-rep,7,District 7,OH,ohio,Ohio,Ohio,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",350549,70721,5,unknown,Polls close at 7:30 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:30:00.000Z,7:30 p.m.,503,530,95% reporting,95%,93,375000,edison,93%,93% reported,edison,republican,FALSE,2020-11-19T16:44:50Z,TRUE,38.3216,134336,R+38,Gibbs +38,republican,"Postmarked ballots have until Nov. 13 to arrive, but no additional results will be reported reported for at least a week and a half after the election. Counties may report their full official count after their vote canvass, due by Nov. 18, but full statewide results will not be available until final certification, due by Nov. 28. ","Postmarked ballots have until Nov. 13 to arrive, but no additional results will be reported for at least a week and a half after the election.",10,-1,1604451069494
39157,Tuscarawas,32187,0,61,61,Merged into voters' home precincts and released with cumulative results,90,35650,90%,90% reported,edison,4,some,22667,23142,8121,924,0,0,0,2020-11-18T22:05:39Z,46.66791,R+47,Gibbs +47,republican,OH-G-H-7-2020-11-03,oh-house-general-district-007-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-ohio-house-district-7.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-ohio.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-ohio.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-ohio.html,house,general,2020-11-03,FALSE,U.S. House District 7,U.S. House,H,solid-rep,7,District 7,OH,ohio,Ohio,Ohio,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",350549,70721,5,unknown,Polls close at 7:30 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:30:00.000Z,7:30 p.m.,503,530,95% reporting,95%,93,375000,edison,93%,93% reported,edison,republican,FALSE,2020-11-19T16:44:50Z,TRUE,38.3216,134336,R+38,Gibbs +38,republican,"Postmarked ballots have until Nov. 13 to arrive, but no additional results will be reported reported for at least a week and a half after the election. Counties may report their full official count after their vote canvass, due by Nov. 18, but full statewide results will not be available until final certification, due by Nov. 28. ","Postmarked ballots have until Nov. 13 to arrive, but no additional results will be reported for at least a week and a half after the election.",10,-1,1604451069494
